created_on,name,database_name,schema_name,kind,comment,cluster_by,rows,bytes,owner,retention_time,automatic_clustering,change_tracking,is_external,enable_schema_evolution,owner_role_type,is_event,budget
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_UNIQUE_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),227599,13673472,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_UNIQUE_OUTBOUND_CLICKS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),24528,2067968,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_UNIQUE_OUTBOUND_CLICKS_CTR,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_15_SEC_WATCHED_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),20027,1312768,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_30_SEC_WATCHED_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),20024,1309696,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_AVG_TIME_WATCHED_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),27829,1667072,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_CONTINUOUS_2_SEC_WATCHED_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),566,58880,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_P100_WATCHED_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),19999,1308160,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_P25_WATCHED_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),24097,1515008,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_P50_WATCHED_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),22423,1435136,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_P75_WATCHED_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),21067,1357312,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_P95_WATCHED_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),20164,1314816,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_PLAY_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),27829,1945600,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_PLAY_CURVE_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),7970,813568,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_PLAY_RETENTION_0_TO_15S_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_PLAY_RETENTION_20_TO_60S_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_PLAY_RETENTION_GRAPH_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_TIME_WATCHED_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_WEBSITE_CTR,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),25448,2250240,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-13,CUSTOM_FACEBOOK_MARKETING_FACEBOOK_EGGOZ_ADS_INSIGHTS_WEBSITE_PURCHASE_ROAS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-09-28,DARJAN_RETURN_REPLACEMENT_PROMO,EGGOZDB,MAPLEMONK,TABLE,,,722,32256,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-09-28,DARJAN_SALES,EGGOZDB,MAPLEMONK,TABLE,,,3630,238080,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DARJAN_SALES_RETURN_REPLACE_PROMO_PRIMARY_AND_SECONDARY,EGGOZDB,MAPLEMONK,TABLE,,,787476,25234432,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-07-17,DARJAN_VS_SMALLUNPROCESSED,EGGOZDB,MAPLEMONK,TABLE,,,303,27648,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-09,DARJAN_WITH_RETURN_REPLACEMENT,EGGOZDB,MAPLEMONK,TABLE,,,2536,81920,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DATABASES,EGGOZDB,MAPLEMONK,TRANSIENT,,,2,3072,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DATE_AREA_BEAT_DIM,EGGOZDB,MAPLEMONK,TABLE,,,484943,1709568,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DATE_AREA_CITY_DIM,EGGOZDB,MAPLEMONK,TABLE,,,103608,321536,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DATE_AREA_DIM,EGGOZDB,MAPLEMONK,TABLE,,,50365,121856,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DATE_AREA_PARENT_DIM,EGGOZDB,MAPLEMONK,TABLE,,,905131,2324992,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DATE_AREA_RETAILER_BEAT_SKU_DIM,EGGOZDB,MAPLEMONK,TABLE,,,223860913,1121866752,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DATE_AREA_RETAILER_DIM,EGGOZDB,MAPLEMONK,TABLE,,,8816528,33336832,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DATE_AREA_RETAILER_DIM_2,EGGOZDB,MAPLEMONK,TABLE,,,14223076,113052160,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2022-02-08,DATE_DIM,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),11999,811520,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,DATE_REGION_DIM,EGGOZDB,MAPLEMONK,TABLE,,,59995,102400,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DATE_REGION_SKUTYPE,EGGOZDB,MAPLEMONK,TABLE,,,43170,109056,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DATE_ZONE_DIM,EGGOZDB,MAPLEMONK,TABLE,,,43506,96768,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-03-01,DEBTOR_MOVEMENT,EGGOZDB,MAPLEMONK,TABLE,,,173268,8089600,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-01-03,DELHI_UNTOUCHED_RETAILERS_DAYWISE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DEMAND_SUPPLY_PO_LIST,EGGOZDB,MAPLEMONK,TABLE,,,281239,20574208,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DEMAND_SUPPLY_SOLD_PROCURE,EGGOZDB,MAPLEMONK,TABLE,,,1885,78336,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DEMAND_SUPPLY_SOLD_PROCUREMENT_CHART,EGGOZDB,MAPLEMONK,TABLE,,,47996,608256,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DEMAND_SUPPLY_SOLD_PROCURE_TYPEWISE,EGGOZDB,MAPLEMONK,TABLE,,,11512,348672,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DOI,EGGOZDB,MAPLEMONK,TABLE,,,50476,2066432,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,DOI_EGGS,EGGOZDB,MAPLEMONK,TABLE,,,43115,2425856,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-03-13,EGGOZDB_AMAZONADS_CONSOLIDATED,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-05-01,EGGOZDB_FACEBOOK_CONSOLIDATED,EGGOZDB,MAPLEMONK,TABLE,,,15004,913408,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-05-01,EGGOZDB_GOOGLEADS_CONSOLIDATED,EGGOZDB,MAPLEMONK,TABLE,,,730,42496,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-05-01,EGGOZDB_MARKETING_CONSOLIDATED,EGGOZDB,MAPLEMONK,TABLE,,,15734,1050112,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,EGGOZ_AND_COMPETITOR_SOH,EGGOZDB,MAPLEMONK,TABLE,,,230166,10402816,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,EGGOZ_SOH,EGGOZDB,MAPLEMONK,TABLE,,,230166,10676224,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,EGGOZ_SOH_ADHERENCE,EGGOZDB,MAPLEMONK,TABLE,,,8900,146944,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,EGGS_SOLD_NEW,EGGOZDB,MAPLEMONK,TABLE,,,430830,5001728,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,EGGS_SOLD_NEW_AREA,EGGOZDB,MAPLEMONK,TABLE,,,147822,1601536,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,EGGS_SOLD_SUMMARY,EGGOZDB,MAPLEMONK,TABLE,,,50365,1102848,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,EGGS_SOLD_SUMMARY_BEAT_RETAILER,EGGOZDB,MAPLEMONK,TABLE,,,566801,8556032,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-09,EGGS_SOLD_SUMMARY_BEAT_RETAILER_DARJAN,EGGOZDB,MAPLEMONK,TABLE,,,3669,104960,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,EGGS_SOLD_SUMMARY_BEAT_RETAILER_DSO,EGGOZDB,MAPLEMONK,TABLE,,,578050,19118592,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-09,EGGS_SOLD_SUMMARY_DARJAN,EGGOZDB,MAPLEMONK,TABLE,,,50330,247296,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2022-04-26,EGGS_SOLD_SUMMARY_UNBRANDED,EGGOZDB,MAPLEMONK,TABLE,,,18632,201216,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2022-11-12,EGG_PROCUREMENT_LOG_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),5991,388608,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2022-11-12,EGG_PROCUREMENT_LOG_SHEET1,EGGOZDB,MAPLEMONK,TRANSIENT,,,2993,521728,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-07-21,EPC_DC_BEAT_TRANSFER,EGGOZDB,MAPLEMONK,TABLE,,,102213,8194560,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,EPC_DC_TRANSFER,EGGOZDB,MAPLEMONK,TABLE,,,31859,960000,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2022-08-03,EPL_EGG_PROC_DATA,EGGOZDB,MAPLEMONK,TRANSIENT,,,4508,428032,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2022-08-10,EPL_FIRST_MILE_COST,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),3968,221184,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-06-20,EPM_DATA,EGGOZDB,MAPLEMONK,TABLE,,,5980,396800,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-06-20,EPM_DATA_BANGALORE,EGGOZDB,MAPLEMONK,TABLE,,,1253,84480,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2022-06-01,EPM_DRAFT,EGGOZDB,MAPLEMONK,TRANSIENT,,,172,50688,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,EPM_KPI_TRACKER_TARGETS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),1,7680,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,EPM_KPI_TRACKER_V2,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),31,7168,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,EPM_PACKAGED_EGGS_SKU,EGGOZDB,MAPLEMONK,TABLE,,,25066,463872,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,EPM_PACKAGED_EGGS_SKU_ON_GRN_DATE,EGGOZDB,MAPLEMONK,TABLE,,,25527,438272,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2023-12-10,EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-12-10,EPM_SHEET1,EGGOZDB,MAPLEMONK,TRANSIENT,,,6494,680960,ACCOUNTADMIN,1,OFF,OFF,N,N,ROLE,N,
2022-06-01,EPM_SHEET_1,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),172,50176,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS,EGGOZDB,MAPLEMONK,TABLE,,"LINEAR(_AIRBYTE_UNIQUE_KEY, _AIRBYTE_EMITTED_AT)",12899,3288576,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),54107,3248128,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_ACTION_VALUES,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_AD_CLICK_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_AD_IMPRESSION_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_CATALOG_SEGMENT_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_CATALOG_SEGMENT_VALUE,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_CATALOG_SEGMENT_VALUE_MOBILE_PURCHASE_ROAS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_CATALOG_SEGMENT_VALUE_OMNI_PURCHASE_ROAS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_CATALOG_SEGMENT_VALUE_WEBSITE_PURCHASE_ROAS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_CONVERSIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_CONVERSION_VALUES,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_CONVERTED_PRODUCT_QUANTITY,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_CONVERTED_PRODUCT_VALUE,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_COST_PER_15_SEC_VIDEO_VIEW,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_COST_PER_2_SEC_CONTINUOUS_VIDEO_VIEW,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_COST_PER_ACTION_TYPE,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_COST_PER_AD_CLICK,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_COST_PER_CONVERSION,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_COST_PER_OUTBOUND_CLICK,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_COST_PER_THRUPLAY,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_COST_PER_UNIQUE_ACTION_TYPE,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_COST_PER_UNIQUE_OUTBOUND_CLICK,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_INSTANT_EXPERIENCE_OUTBOUND_CLICKS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_MOBILE_APP_PURCHASE_ROAS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_OUTBOUND_CLICKS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),6364,504320,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_OUTBOUND_CLICKS_CTR,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_PURCHASE_ROAS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_SCD,EGGOZDB,MAPLEMONK,TABLE,,"LINEAR(_AIRBYTE_ACTIVE_ROW, _AIRBYTE_UNIQUE_KEY_SCD, _AIRBYTE_EMITTED_AT)",16602,5153792,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_UNIQUE_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),47693,2844160,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_UNIQUE_OUTBOUND_CLICKS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),6364,504320,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_UNIQUE_OUTBOUND_CLICKS_CTR,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),0,0,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_15_SEC_WATCHED_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),3540,270336,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_30_SEC_WATCHED_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),3537,270336,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_AVG_TIME_WATCHED_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),4655,321536,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_CONTINUOUS_2_SEC_WATCHED_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),522,57344,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_P100_WATCHED_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),3528,269312,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
2023-03-10,FACEBOOK_EGGOZ_ADS_INSIGHTS_VIDEO_P25_WATCHED_ACTIONS,EGGOZDB,MAPLEMONK,TABLE,,LINEAR(_AIRBYTE_EMITTED_AT),4102,296960,ACCOUNTADMIN,1,ON,OFF,N,N,ROLE,N,
