created_on,name,database_name,schema_name,kind,comment,cluster_by,rows,bytes,owner,retention_time,automatic_clustering,change_tracking,is_external,enable_schema_evolution,owner_role_type,is_event,budget
2023-08-15,_AIRBYTE_TMP_IMP_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-11,_AIRBYTE_TMP_IMY_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-01,_AIRBYTE_TMP_INR_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-12,_AIRBYTE_TMP_INZ_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,12266,764928,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-04,_AIRBYTE_TMP_IOS_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-06-16,_AIRBYTE_TMP_IOV_MY_SQL_DISTRIBUTIONCHAIN_BEATASSIGNMENT,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-08,_AIRBYTE_TMP_IPC_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-31,_AIRBYTE_TMP_IPD_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-02,_AIRBYTE_TMP_IPL_REPLACEMENT_AGEING_EPC_INDORE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-11,_AIRBYTE_TMP_IPS_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,623104,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-28,_AIRBYTE_TMP_IQS_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-16,_AIRBYTE_TMP_IQT_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-10,_AIRBYTE_TMP_IQZ_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-27,_AIRBYTE_TMP_IRB_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,624128,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-05-14,_AIRBYTE_TMP_IRO_TRANSPORT_COSTS_LAST___MID_MILE,EGGOZDB,MAPLEMONK,TABLE,,,10000,821248,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-19,_AIRBYTE_TMP_IRP_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-14,_AIRBYTE_TMP_IRQ_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-17,_AIRBYTE_TMP_ISB_EPM_KPI_TRACKER_TARGETS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-16,_AIRBYTE_TMP_ISB_EPM_KPI_TRACKER_V2,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-19,_AIRBYTE_TMP_ISD_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-07-27,_AIRBYTE_TMP_ISP_MY_SQL_PAYMENT_PAYMENT,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-14,_AIRBYTE_TMP_ISX_EPM_KPI_TRACKER_TARGETS,EGGOZDB,MAPLEMONK,TABLE,,,1,6144,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-26,_AIRBYTE_TMP_ITB_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-27,_AIRBYTE_TMP_ITG_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-04-13,_AIRBYTE_TMP_ITH_MY_SQL_DISTRIBUTIONCHAIN_TRIPASSIGNMENT,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-01,_AIRBYTE_TMP_ITI_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-07,_AIRBYTE_TMP_IUI_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,624128,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-27,_AIRBYTE_TMP_IVA_EPM_KPI_TRACKER_V2,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-07,_AIRBYTE_TMP_IVH_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-16,_AIRBYTE_TMP_IVI_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-14,_AIRBYTE_TMP_IWK_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,626688,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-06-08,_AIRBYTE_TMP_IWK_TRANSPORT_COSTS_FM_VEHICLE_DETAILS_AFTER_1ST_APRIL,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-07,_AIRBYTE_TMP_IWM_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-30,_AIRBYTE_TMP_IWR_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-04-13,_AIRBYTE_TMP_IWW_MY_SQL_SALESCHAIN_SALESDEMANDSKU,EGGOZDB,MAPLEMONK,TABLE,,,215891,9051136,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-03,_AIRBYTE_TMP_IXO_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-05,_AIRBYTE_TMP_IXT_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-30,_AIRBYTE_TMP_IXV_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-20,_AIRBYTE_TMP_IYP_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-21,_AIRBYTE_TMP_IYV_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,626688,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-12,_AIRBYTE_TMP_IZY_EPM_KPI_TRACKER_TARGETS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-25,_AIRBYTE_TMP_JAG_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-07,_AIRBYTE_TMP_JAS_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-01,_AIRBYTE_TMP_JBL_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-06-29,_AIRBYTE_TMP_JBO_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,623104,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-12,_AIRBYTE_TMP_JBV_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-12,_AIRBYTE_TMP_JCC_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-04,_AIRBYTE_TMP_JCH_MY_SQL_ORDER_ORDERLINE,EGGOZDB,MAPLEMONK,TABLE,,,812723,36828672,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-01,_AIRBYTE_TMP_JCR_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-20,_AIRBYTE_TMP_JDC_EPM_KPI_TRACKER_V2,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-05-14,_AIRBYTE_TMP_JDM_TRANSPORT_COSTS_BEAT_DELAY_DATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-06-16,_AIRBYTE_TMP_JDP_MY_SQL_CUSTOM_AUTH_USER,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-08-10,_AIRBYTE_TMP_JDR_TRANSPORT_COSTS_FM_VEHICLE_DETAILS_AFTER_1ST_APRIL,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-30,_AIRBYTE_TMP_JEP_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-28,_AIRBYTE_TMP_JEQ_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-24,_AIRBYTE_TMP_JEU_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-06-09,_AIRBYTE_TMP_JEZ_MY_SQL_CUSTOM_AUTH_USER,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-16,_AIRBYTE_TMP_JFA_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-09,_AIRBYTE_TMP_JFF_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-12,_AIRBYTE_TMP_JFN_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,623104,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-06-29,_AIRBYTE_TMP_JFO_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-20,_AIRBYTE_TMP_JFQ_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-01,_AIRBYTE_TMP_JGI_EPM_KPI_TRACKER_V2,EGGOZDB,MAPLEMONK,TABLE,,,31,5632,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-07-27,_AIRBYTE_TMP_JGP_MY_SQL_SALESCHAIN_SALESDEMANDSKU,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-18,_AIRBYTE_TMP_JGQ_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-04-13,_AIRBYTE_TMP_JHG_TRANSPORT_COSTS_FM_VEHICLE_DETAILS_AFTER_1ST_APRIL,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-17,_AIRBYTE_TMP_JHR_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-29,_AIRBYTE_TMP_JHY_EPM_KPI_TRACKER_TARGETS,EGGOZDB,MAPLEMONK,TABLE,,,1,6144,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-11,_AIRBYTE_TMP_JIM_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-06-13,_AIRBYTE_TMP_JJX_TRANSPORT_COSTS_BEAT_DELAY_DATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-30,_AIRBYTE_TMP_JKH_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-10-27,_AIRBYTE_TMP_JKK_MY_SQL_PROCUREMENT_BATCHMODEL,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-05,_AIRBYTE_TMP_JKY_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-21,_AIRBYTE_TMP_JLB_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-08-08,_AIRBYTE_TMP_JLP_MY_SQL_RETAILER_COMMISSIONSLAB,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-06-16,_AIRBYTE_TMP_JMP_MY_SQL_PAYMENT_INVOICE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-23,_AIRBYTE_TMP_JNY_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-31,_AIRBYTE_TMP_JOP_EPM_KPI_TRACKER_TARGETS,EGGOZDB,MAPLEMONK,TABLE,,,1,6144,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-19,_AIRBYTE_TMP_JOR_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-20,_AIRBYTE_TMP_JOW_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-23,_AIRBYTE_TMP_JPB_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-06,_AIRBYTE_TMP_JPF_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-31,_AIRBYTE_TMP_JPK_EPM_PKG_LOSS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-09,_AIRBYTE_TMP_JPU_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-11,_AIRBYTE_TMP_JPW_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,626688,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-10-27,_AIRBYTE_TMP_JQK_MY_SQL_PROCUREMENT_PROCUREMENT,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-17,_AIRBYTE_TMP_JQY_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-28,_AIRBYTE_TMP_JRC_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-08,_AIRBYTE_TMP_JRG_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-06-28,_AIRBYTE_TMP_JRL_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-15,_AIRBYTE_TMP_JSS_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-07-15,_AIRBYTE_TMP_JSZ_MY_SQL_RETAILER_RETAILER,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-10,_AIRBYTE_TMP_JSZ_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,625152,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-02,_AIRBYTE_TMP_JSZ_REPLACEMENT_AGEING_KOLKATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-28,_AIRBYTE_TMP_JTB_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-07-15,_AIRBYTE_TMP_JUJ_MY_SQL_DISTRIBUTIONCHAIN_BEATASSIGNMENT,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-06-09,_AIRBYTE_TMP_JUQ_MY_SQL_ORDER_PURCHASEORDER,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-05,_AIRBYTE_TMP_JUT_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,6494,458240,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-10-27,_AIRBYTE_TMP_JUT_MY_SQL_ORDER_ORDERLINE,EGGOZDB,MAPLEMONK,TABLE,,,379987,16968704,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-04,_AIRBYTE_TMP_JUU_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-04-13,_AIRBYTE_TMP_JUW_MY_SQL_RETAILER_RETAILER,EGGOZDB,MAPLEMONK,TABLE,,,7275,1034752,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-16,_AIRBYTE_TMP_JUZ_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-06-13,_AIRBYTE_TMP_JVD_TRANSPORT_COSTS_FM_VEHICLE_DETAILS_AFTER_1ST_APRIL,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-07,_AIRBYTE_TMP_JVG_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,624640,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-11,_AIRBYTE_TMP_JVH_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,625152,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-15,_AIRBYTE_TMP_JVQ_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-04-23,_AIRBYTE_TMP_JVV_MY_SQL_RETAILER_RETAILER,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-20,_AIRBYTE_TMP_JVX_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-25,_AIRBYTE_TMP_JWD_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-05,_AIRBYTE_TMP_JWE_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-16,_AIRBYTE_TMP_JWI_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-04,_AIRBYTE_TMP_JXE_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-05,_AIRBYTE_TMP_JXH_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2022-07-27,_AIRBYTE_TMP_JXI_MY_SQL_WAREHOUSE_WAREHOUSE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-03,_AIRBYTE_TMP_JXV_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,10000,622592,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-14,_AIRBYTE_TMP_JXX_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,318,19968,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-16,_AIRBYTE_TMP_JYD_EPM_KPI_TRACKER_TARGETS,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-24,_AIRBYTE_TMP_JYX_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-26,_AIRBYTE_TMP_JZA_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-14,_AIRBYTE_TMP_JZM_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,12296,767488,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-10-19,_AIRBYTE_TMP_JZW_REGION_WISE_PROCUREMENT_NECC_RATE,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-08,_AIRBYTE_TMP_KAA_EPM_KPI_TRACKER_V2,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-16,_AIRBYTE_TMP_KAC_EPM_SHEET1,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-08-12,_AIRBYTE_TMP_KBE_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-04-13,_AIRBYTE_TMP_KBY_MY_SQL_DISTRIBUTOR_SALES_SECONDARYORDERLINE,EGGOZDB,MAPLEMONK,TABLE,,,26847,1115136,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-07-20,_AIRBYTE_TMP_KCC_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
2023-09-20,_AIRBYTE_TMP_KCQ_REGION_WISE_PROCUREMENT_MASTERDATA,EGGOZDB,MAPLEMONK,TABLE,,,0,0,ACCOUNTADMIN,0,OFF,OFF,N,N,ROLE,N,
