Date,Energy Required (MU)
13-Apr-22,208.694
14-Apr-22,212.814
15-Apr-22,211.404
16-Apr-22,210.472
17-Apr-22,200.442
18-Apr-22,203.275
19-Apr-22,205.401
20-Apr-22,201.673
21-Apr-22,208.288
22-Apr-22,209.035
23-Apr-22,208.079
24-Apr-22,207.624
25-Apr-22,211.622
26-Apr-22,212.593
27-Apr-22,216.986
28-Apr-22,216.573
01-May-22,207.221
02-May-22,208.125
03-May-22,203.764
04-May-22,200.808
05-May-22,200.44
06-May-22,194.987
07-May-22,194.213
08-May-22,189.93
09-May-22,186.973
10-May-22,166.683
11-May-22,151.431
12-May-22,161.3
13-May-22,172.866
14-May-22,180.524
15-May-22,187.467
16-May-22,192.656
17-May-22,195.266
18-May-22,195.766
19-May-22,192.17
20-May-22,190.367
21-May-22,193.186
22-May-22,190.232
23-May-22,207.114
24-May-22,215.353
25-May-22,197.701
26-May-22,210.671
27-May-22,205.195
28-May-22,215.111
29-May-22,216.804
30-May-22,222.808
31-May-22,224.081
01-Jun-22,225.299
02-Jun-22,229.615
03-Jun-22,226.452
04-Jun-22,229.033
05-Jun-22,224.957
06-Jun-22,184.913
07-Jun-22,201.964
08-Jun-22,214.268
09-Jun-22,223.448
10-Jun-22,225.048
11-Jun-22,221.151
12-Jun-22,219.807
13-Jun-22,214.945
14-Jun-22,219.524
15-Jun-22,205.88
16-Jun-22,205.266
17-Jun-22,200.928
18-Jun-22,197.285
19-Jun-22,191.404
20-Jun-22,191.712
21-Jun-22,188.045
22-Jun-22,186.736
23-Jun-22,189.864
24-Jun-22,193.89
25-Jun-22,189.398
26-Jun-22,188.896
27-Jun-22,191.512
28-Jun-22,187.953
29-Jun-22,194.796
30-Jun-22,196.084
01-Jul-22,193.138
02-Jul-22,194.872
03-Jul-22,187.982
04-Jul-22,192.656
05-Jul-22,191.059
06-Jul-22,177.96
07-Jul-22,180.579
08-Jul-22,172.263
09-Jul-22,162.754
10-Jul-22,155.786
11-Jul-22,163.211
12-Jul-22,158.788
13-Jul-22,166.299
14-Jul-22,172.084
15-Jul-22,183.08
16-Jul-22,191.198
17-Jul-22,183.471
18-Jul-22,178.531
19-Jul-22,188.924
20-Jul-22,198.561
21-Jul-22,198.101
22-Jul-22,190.145
23-Jul-22,186.284
24-Jul-22,184.281
25-Jul-22,194.804
26-Jul-22,185.693
27-Jul-22,187.42
28-Jul-22,192.991
29-Jul-22,202.384
30-Jul-22,203.747
31-Jul-22,197.887
01-Aug-22,196.276
02-Aug-22,191.01
03-Aug-22,185.22
04-Aug-22,187.212
05-Aug-22,182.977
06-Aug-22,170.652
07-Aug-22,168.034
08-Aug-22,168.976
09-Aug-22,170.741
10-Aug-22,181.773
11-Aug-22,187.884
12-Aug-22,200.595
13-Aug-22,200.138
14-Aug-22,192.801
15-Aug-22,191.747
16-Aug-22,201.456
17-Aug-22,209.617
18-Aug-22,211.228
19-Aug-22,208.201
20-Aug-22,211.353
21-Aug-22,214.767
22-Aug-22,220.75
23-Aug-22,228.82
24-Aug-22,219.094
25-Aug-22,208.283
26-Aug-22,201.359
27-Aug-22,199.736
28-Aug-22,191.531
29-Aug-22,192.809
30-Aug-22,195.162
31-Aug-22,195.759
01-Sep-22,199.458
02-Sep-22,198.26
03-Sep-22,207.323
04-Sep-22,205.882
05-Sep-22,207.651
06-Sep-22,205.518
07-Sep-22,196.269
08-Sep-22,180.461
09-Sep-22,178.45
10-Sep-22,170.945
11-Sep-22,167.361
12-Sep-22,180.337
13-Sep-22,189.708
14-Sep-22,195.494
15-Sep-22,198.761
16-Sep-22,203.789
17-Sep-22,209.957
18-Sep-22,209.381
19-Sep-22,199.778
20-Sep-22,201.709
21-Sep-22,208.851
22-Sep-22,210.346
23-Sep-22,212.112
24-Sep-22,217.17
25-Sep-22,217.309
26-Sep-22,210.529
27-Sep-22,212.072
28-Sep-22,209.186
29-Sep-22,197.694
30-Sep-22,186.736
01-Oct-22,174.387
02-Oct-22,172.807
03-Oct-22,183.1
04-Oct-22,186.145
05-Oct-22,176.894
06-Oct-22,167.275
07-Oct-22,170.299
08-Oct-22,171.204
09-Oct-22,168.787
10-Oct-22,166.303
11-Oct-22,170.9
12-Oct-22,175.839
13-Oct-22,177.415
14-Oct-22,173.981
15-Oct-22,169.666
16-Oct-22,167.932
17-Oct-22,173.345
18-Oct-22,178.702
19-Oct-22,178.663
20-Oct-22,178.151
21-Oct-22,182.568
22-Oct-22,177.855
23-Oct-22,177.233
24-Oct-22,171.539
25-Oct-22,180.773
26-Oct-22,189.676
27-Oct-22,196.105
28-Oct-22,193.088
29-Oct-22,191.725
30-Oct-22,188.393
31-Oct-22,192.241
01-Nov-22,179.687
02-Nov-22,179.163
03-Nov-22,181.49
04-Nov-22,183.747
05-Nov-22,187.485
06-Nov-22,184.844
07-Nov-22,188.478
08-Nov-22,192.103
09-Nov-22,192.103
10-Nov-22,187.703
11-Nov-22,185.557
12-Nov-22,174.022
13-Nov-22,176.914
14-Nov-22,180.729
15-Nov-22,181.577
16-Nov-22,180.727
17-Nov-22,184.254
18-Nov-22,183.998
19-Nov-22,183.857
20-Nov-22,180.651
21-Nov-22,175.932
22-Nov-22,178.249
23-Nov-22,174.408
24-Nov-22,178.439
25-Nov-22,181.657
26-Nov-22,183.961
27-Nov-22,181.18
28-Nov-22,183.654
29-Nov-22,184.314
30-Nov-22,187.827
01-Dec-22,191.102
02-Dec-22,190.57
03-Dec-22,193.419
04-Dec-22,190.68
05-Dec-22,193.448
06-Dec-22,189.141
07-Dec-22,182.936
08-Dec-22,182.903
09-Dec-22,169.856
10-Dec-22,147.973
11-Dec-22,147.162
12-Dec-22,155.633
13-Dec-22,159.37
14-Dec-22,165.282
15-Dec-22,166.569
16-Dec-22,173.049
17-Dec-22,176.253
18-Dec-22,170.536
19-Dec-22,173.602
20-Dec-22,178.14
21-Dec-22,181.194
22-Dec-22,182.736
23-Dec-22,182.342
24-Dec-22,183.887
25-Dec-22,175.601
26-Dec-22,178.967
27-Dec-22,186.764
28-Dec-22,192.365
29-Dec-22,198.161
30-Dec-22,200.159
31-Dec-22,199.527
01-Jan-23,190.392
02-Jan-23,195.232
03-Jan-23,198
04-Jan-23,197.724
05-Jan-23,196.798
06-Jan-23,197.021
07-Jan-23,196.334
08-Jan-23,188.911
09-Jan-23,189.521
10-Jan-23,194.868
11-Jan-23,195.95
12-Jan-23,198.749
13-Jan-23,199.384
14-Jan-23,192.035
15-Jan-23,181.054
16-Jan-23,178.914
17-Jan-23,187.419
18-Jan-23,195.544
19-Jan-23,199.964
20-Jan-23,201.676
21-Jan-23,201.657
22-Jan-23,200.05
23-Jan-23,200.538
24-Jan-23,203.903
25-Jan-23,203.001
26-Jan-23,201.513
27-Jan-23,203.797
28-Jan-23,204.912
29-Jan-23,204.234
30-Jan-23,207.767
31-Jan-23,210.199
01-Feb-23,207.712
02-Feb-23,209.769
03-Feb-23,211.722
04-Feb-23,211.761
05-Feb-23,207.655
06-Feb-23,213.374
07-Feb-23,216.879
08-Feb-23,218.648
09-Feb-23,219.314
10-Feb-23,219.265
11-Feb-23,216.385
12-Feb-23,218.31
13-Feb-23,219.532
14-Feb-23,222.658
15-Feb-23,221.857
16-Feb-23,221.462
17-Feb-23,224.968
18-Feb-23,222.45
19-Feb-23,217.207
20-Feb-23,223.811
21-Feb-23,227.452
22-Feb-23,227.769
23-Feb-23,227.813
24-Feb-23,230.927
25-Feb-23,230.976
26-Feb-23,225.538
27-Feb-23,229.406
28-Feb-23,229.801
01-Mar-23,226.683
02-Mar-23,225.132
03-Mar-23,228.119
04-Mar-23,227.94
05-Mar-23,223.329
06-Mar-23,229.392
07-Mar-23,230.771
08-Mar-23,221.699
09-Mar-23,223.335
10-Mar-23,225.656
11-Mar-23,222.195
12-Mar-23,222.697
13-Mar-23,228.068
14-Mar-23,231.338
15-Mar-23,232.726
16-Mar-23,229.955
17-Mar-23,196.106
18-Mar-23,189.675
19-Mar-23,166.977
20-Mar-23,182.93
21-Mar-23,194.048
22-Mar-23,197.094
23-Mar-23,199.158
24-Mar-23,207.773
25-Mar-23,211.358
26-Mar-23,209.992
27-Mar-23,218.322
28-Mar-23,224.839
29-Mar-23,228.867
30-Mar-23,229.08
31-Mar-23,225.92
01-Apr-23,219.977
02-Apr-23,211.149
03-Apr-23,218.772
04-Apr-23,224.814
05-Apr-23,227.107
06-Apr-23,232.77
07-Apr-23,233.186
08-Apr-23,231.058
09-Apr-23,226.948
10-Apr-23,232.264
11-Apr-23,236.05
12-Apr-23,240.808
13-Apr-23,243.762
14-Apr-23,245.632
15-Apr-23,241.099
16-Apr-23,242.257
17-Apr-23,244.391
18-Apr-23,246.373
19-Apr-23,246.494
20-Apr-23,247.822
21-Apr-23,241.292
22-Apr-23,228.656
23-Apr-23,211.21
24-Apr-23,220.179
25-Apr-23,228.345
26-Apr-23,227.058
27-Apr-23,232.662
28-Apr-23,234.339
29-Apr-23,222.677
30-Apr-23,210.562
01-May-23,176.121
02-May-23,183.185
03-May-23,188.591
04-May-23,193
05-May-23,193.201
06-May-23,194.805
07-May-23,190.277
08-May-23,200.703
09-May-23,209.127
10-May-23,218.349
11-May-23,219.604
12-May-23,224.523
13-May-23,224.03
14-May-23,226.349

